i_id,商品名称,sku_id,sku名称,规格属性,条码,成本价,售价,重量(kg),长(cm),宽(cm),高(cm),库存数量,品牌,供应商,标签,类目,图片URL,状态,来源接口
YH04K31B01,十三号圣诞树移动书架,YH04K31B01S13,十三号圣诞树移动书架,组合1;暮云灰,,184.3,,11.56,102,15,54.5,7,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250920/01CC09DEC3544C3F99EEAE3BAAFE1F98.png?name=3ae07fe1-6a3c-406c-be3a-8be766ae7b58,启用,sku_query
YH04K31B02,十三号圣诞树移动书架,YH04K31B02S34,十三号圣诞树移动书架,组合2;青山绿,,174.1,,12.4,102,15,54.5,9,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250920/4A2F757BE1A147E58ABBBA34C832E089.png?name=7f186c66-72b6-4592-b216-3c7d9a60e14c,启用,sku_query
YH04K31B02,十三号圣诞树移动书架,YH04K31B02S13,十三号圣诞树移动书架,组合2;暮云灰,,167.5,,12.4,102,15,54.5,11,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250920/810FD69137CF4EBDA7698B7673E5221E.png?name=138617b1-700d-4a22-8965-a0bc7bdcb9c7,启用,sku_query
YH04K32,三号魔方书柜,YH04K32B02S26,三号魔方书柜,组合2;茉莉白,,66.1,,3.99,38.5,21.5,47.5,,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251010/7155F963705C438781B385952975B3BE.jpg?name=魔方书柜SKU-组合2-茉莉白.jpg,启用,sku_query
YH04K32,三号魔方书柜,YH04K32B02S13,三号魔方书柜,组合2;暮云灰,,66.1,,3.99,38.5,21.5,47.5,108,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251010/27B060A9B46542F99B7581FFEFDBD07B.jpg?name=魔方书柜SKU-组合2-暮云灰.jpg,启用,sku_query
YH04K32,三号魔方书柜,YH04K32B01S26,三号魔方书柜,组合1;茉莉白,,110.2,,7.14,38,20,78,,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251010/C74AD1D9362A48BBA3377B9146849A4F.jpg?name=魔方书柜SKU-组合1-茉莉白.jpg,启用,sku_query
YH04K32,三号魔方书柜,YH04K32B01S13,三号魔方书柜,组合1;暮云灰,,110.2,,7.14,38,20,78,,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251010/78FF78A1CC1F4B9A95538F22677E02CA.jpg?name=魔方书柜SKU-组合1-暮云灰.jpg,启用,sku_query
YH04K32,三号魔方书柜,YH04K32B03S13,三号魔方书柜,组合3;暮云灰,,171.9,,11.13,38.5,28,78,8,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251023/3F14498170D84CD4AB43DBE82BFB59F1.png?name=2279b35e-3bfb-486a-a2f8-a48f094d3fb4,启用,sku_query
YH04K32,三号魔方书柜,YH04K32B03S26,三号魔方书柜,组合3;茉莉白,,171.9,,11.13,38.5,28,78,27,英禾,,"大件产品,桥下仓库",成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251023/4F480994C8D748589E23DDBEDD446492.png?name=49480346-9c62-43be-8959-4fbad4068325,启用,sku_query
YH04K33,十四号图书馆书架,YH04K33B01S35,十四号图书馆书架,组合1，故宫红,,,,,,,,0,,,,成品类 - YH04书架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260424/41CFBD4D6FAB4AB9A1FC13545867DA46.png?name=image.png,启用,sku_query
YH05K01,小狗摇马滑梯,YH05K01B01S01,小狗摇马滑梯,基础版;千禧粉(原巴克红),,71.3,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i3/2056496624/O1CN01WzOT4h1ynq6i4qUr8_!!2056496624.jpg,启用,sku_query
YH05K01,小狗摇马滑梯,YH05K01B01S02,小狗摇马滑梯,基础版;玉清绿,,71.3,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i1/2056496624/O1CN01i3U1MS1ynq6hobg5A_!!2056496624.jpg,启用,sku_query
YH05K01,小狗摇马滑梯,YH05K01B02S01,小狗摇马滑梯,豪华版;千禧粉(原巴克红),,76.5,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i4/2056496624/O1CN01V5lFMG1ynq6gpZywA_!!2056496624.jpg,启用,sku_query
YH05K01,小狗摇马滑梯,YH05K01B02S02,小狗摇马滑梯,豪华版;玉清绿,,76.5,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i2/2056496624/O1CN01ELvMwv1ynq6kByUdJ_!!2056496624.jpg,启用,sku_query
YH05K01,小狗摇马滑梯,YH05K01B03S02,小狗摇马滑梯,至尊版;玉清绿,,81.8,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i2/2056496624/O1CN01Zkgj7p1ynq6i4pUR7_!!2056496624.jpg,启用,sku_query
YH05K01,小狗摇马滑梯,YH05K01B03S01,小狗摇马滑梯,豪华版;千禧粉(原巴克红),,81.8,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i4/2056496624/O1CN01FqobiY1ynq6kvrz6L_!!2056496624.jpg,启用,sku_query
YH05K02,小螃蟹摇马滑梯,YH05K02B01S02,小螃蟹摇马滑梯,基础版;玉清绿,,71.3,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,,启用,sku_query
YH05K02,小螃蟹摇马滑梯,YH05K02B01S01,小螃蟹摇马滑梯,基础版;千禧粉(原巴克红),,71.3,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,,启用,sku_query
YH05K02,小螃蟹摇马滑梯,YH05K02B03S02,小螃蟹摇马滑梯,至尊版;玉清绿,,81.8,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,http://img10.360buyimg.com/n0/jfs/t1/166927/38/30163/108966/62108644E39a5985e/579d564b0b867b4b.jpg,启用,sku_query
YH05K02,小螃蟹摇马滑梯,YH05K02B03S01,小螃蟹摇马滑梯,至尊版;千禧粉(原巴克红),,81.8,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,http://img10.360buyimg.com/n0/jfs/t1/166927/38/30163/108966/62108644E39a5985e/579d564b0b867b4b.jpg,启用,sku_query
YH05K02,小螃蟹摇马滑梯,YH05K02B02S02,小螃蟹摇马滑梯,豪华版;玉清绿,,76.5,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i2/2056496624/O1CN01AGi8K61ynqB6JLi2a_!!2056496624.jpg,启用,sku_query
YH05K02,小螃蟹摇马滑梯,YH05K02B02S01,小螃蟹摇马滑梯,豪华版;千禧粉(原巴克红),,76.5,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,,启用,sku_query
YH05K03,小熊摇马滑梯,YH05K03B03S02,小熊摇马滑梯,至尊版;玉清绿,,81.8,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i3/2056496624/O1CN015lB3wv1ynq7qUCUhh_!!2056496624.jpg,启用,sku_query
YH05K03,小熊摇马滑梯,YH05K03B03S01,小熊摇马滑梯,至尊版;千禧粉(原巴克红),,81.8,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i1/2056496624/O1CN01vt7alY1ynq80Wh59C_!!2056496624.jpg,启用,sku_query
YH05K03,小熊摇马滑梯,YH05K03B02S02,小熊摇马滑梯,豪华版;玉清绿,,76.5,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i3/2056496624/O1CN017WsLVg1ynq7ykIFOZ_!!2056496624.jpg,启用,sku_query
YH05K03,小熊摇马滑梯,YH05K03B01S01,小熊摇马滑梯,基础版;千禧粉(原巴克红),,71.3,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i1/2056496624/O1CN01LptCaH1ynq7vA0oEu_!!2056496624.jpg,启用,sku_query
YH05K03,小熊摇马滑梯,YH05K03B01S02,小熊摇马滑梯,基础版;玉清绿,,71.3,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i1/2056496624/O1CN01SDk6M21ynq7yOlXOH_!!2056496624.jpg,启用,sku_query
YH05K03,小熊摇马滑梯,YH05K03B02S01,小熊摇马滑梯,豪华版;千禧粉(原巴克红),,76.5,,4.7,36.5,19,80,0,,,"大件产品,电商下架",成品类 - YH05摇马滑梯类,https://img.alicdn.com/bao/uploaded/i3/2056496624/O1CN012qeYYp1ynq7zepXfI_!!2056496624.jpg,启用,sku_query
YH05K04,一号青蛙摇马滑梯,YH05K04B01S23,一号青蛙摇马滑梯,组合1;千禾绿,,,,,,,,0,,,大件产品,成品类 - YH05摇马滑梯类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/594D123227C844C0B286ED94A643C908.png?name=717d8ef7-95ed-4364-b385-51334bd7dec9,启用,sku_query
YH05K05,一号大嘴狗摇马滑梯,YH05K05B01S11,一号大嘴狗摇马滑梯,组合1;琥珀黄,,,,,,,,0,浙江英禾,,大件产品,成品类 - YH05摇马滑梯类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/542507C782014C36A80F83C090AD1EFD.png?name=5507e943-c26d-4ef4-ac84-74c1b04145bd,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B01S04,亲情树收纳架,组合1;夏威夷粉,,,,3.4,37.5,11,94,0,,,"收纳架,小件产品,数据丢失",成品类 - YH06收纳架类,https://img.alicdn.com/bao/uploaded/i2/2200785690837/O1CN01vks8Gy1I3O8X0CKnw_!!2200785690837.jpg,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B01S08,亲情树收纳架,组合1;苏格兰绿,,,,3.4,37.5,11,94,0,,,"收纳架,小件产品,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B02S04,亲情树收纳架,组合2;夏威夷粉,,,,4.96,38,14,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://img.alicdn.com/bao/uploaded/i1/2200785690837/O1CN01s2mqpm1I3O8LsF8eH_!!2200785690837.jpg,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B02S08,亲情树收纳架,组合2;苏格兰绿,,,,4.96,38,14,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B03S08,亲情树收纳架,组合3;苏格兰绿,,,,7.65,40,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B04S04,亲情树收纳架,组合4;夏威夷粉,,,,6.55,36,26,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B03S04,亲情树收纳架,组合3;夏威夷粉,,,,7.65,40,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B04S08,亲情树收纳架,组合4;苏格兰绿,,,,6.55,36,26,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B05S04,亲情树收纳架,组合5;夏威夷粉,,,,9.25,46,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://img.alicdn.com/bao/uploaded/i4/2200785690837/O1CN011zyQru1I3O8uXlUuv_!!2200785690837.jpg,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B05S08,亲情树收纳架,组合5;苏格兰绿,,,,9.25,46,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B06S04,亲情树收纳架,组合6;夏威夷粉,,,,9.5,39,32,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://img.alicdn.com/bao/uploaded/i4/2200785690837/O1CN01Hc7XS01I3O8uXl5zz_!!2200785690837.jpg,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B06S08,亲情树收纳架,组合6;苏格兰绿,,,,9.5,39,32,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B07S08,亲情树收纳架,组合7;苏格兰绿,,,,12.1,46,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B07S04,亲情树收纳架,组合7;夏威夷粉,,,,12.1,46,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN01E4dIES1I3O8YVVNPZ_!!2200785690837.jpg,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B08S04,亲情树收纳架,组合8;夏威夷粉,,,,14.15,46,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://img.alicdn.com/bao/uploaded/i4/2200785690837/O1CN01Qqhmes1I3O8UCDlTE_!!2200785690837.jpg,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B08S08,亲情树收纳架,组合8;苏格兰绿,,,,14.15,46,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B09S04,亲情树收纳架,组合9;夏威夷粉,,,,14.25,55.5,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K01,亲情树收纳架,YH06K01B09S08,亲情树收纳架,组合9;苏格兰绿,,,,14.25,55.5,39,94,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B01S04,宝宝树收纳架,组合1;夏威夷粉,,,,4,38,13.5,81.5,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B01S03,宝宝树收纳架,组合1;巴厘岛蓝,,,,4,38,13.5,81.5,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01hlAi5k28BxbN5sfuI_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B01S08,宝宝树收纳架,组合1;苏格兰绿,,,,4,38,13.5,81.5,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B02S03,宝宝树收纳架,组合2;巴厘岛蓝,,,,5.52,38,35.5,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01zjA23728BxbX51DrF_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B02S04,宝宝树收纳架,组合2;夏威夷粉,,,,5.52,38,35.5,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01RtAOMm28BxbINM3Lt_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B02S09,宝宝树收纳架,组合2;苏格兰绿,,,,5.52,38,35.5,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01pkFvUM28BxbN5sbpZ_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B04S03,宝宝树收纳架,组合4;巴厘岛蓝,,,,4.8,36,23,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01xZgRmv28BxbX4z4oC_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B04S04,宝宝树收纳架,组合4;夏威夷粉,,,,4.8,36,23,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN014LNQ3d28BxbRIExDv_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B04S08,宝宝树收纳架,组合4;苏格兰绿,,,,4.8,36,23,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B05S03,宝宝树收纳架,组合5;巴厘岛蓝,,,,8.65,41,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01VGh44E28BxbUZBR0M_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B05S04,宝宝树收纳架,组合5;夏威夷粉,,,,8.65,41,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN019e6vtW28BxbX4yo9L_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B06S04,宝宝树收纳架,组合6;夏威夷粉,,,,9.3,46,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN0143rmEs28BxbINMvQW_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B07S03,宝宝树收纳架,组合7;巴厘岛蓝,,,,12.55,58,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01pMyvGd28BxbTN23zZ_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B05S08,宝宝树收纳架,组合5;苏格兰绿,,,,8.65,41,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B06S03,宝宝树收纳架,组合6;巴厘岛蓝,,,,9.3,46,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01XaLG1f28BxbXbnJnj_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B06S08,宝宝树收纳架,组合6;苏格兰绿,,,,9.3,46,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B07S04,宝宝树收纳架,组合7;夏威夷粉,,,,12.55,58,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01XpCSbk28BxbXbnvAF_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K02,宝宝树收纳架,YH06K02B07S08,宝宝树收纳架,组合7;苏格兰绿,,,,12.55,58,38,77,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B01S04,玩具屋收纳架,组合1;夏威夷粉,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/318/733/21747337813_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B01S06,玩具屋收纳架,组合1;维也纳白,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/770/029/21834920077_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B01S09,玩具屋收纳架,组合1;格林兰绿,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/510/853/21747358015_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B02S04,玩具屋收纳架,组合2;夏威夷粉,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/526/717/21075717625_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B02S06,玩具屋收纳架,组合2;维也纳白,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/901/880/21747088109_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B02S09,玩具屋收纳架,组合2;格林兰绿,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/707/117/21075711707_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B03S04,玩具屋收纳架,组合3;夏威夷粉,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/243/030/21236030342_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B03S06,玩具屋收纳架,组合3;维也纳白,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/049/730/21747037940_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B03S09,玩具屋收纳架,组合3;格林兰绿,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/062/370/21153073260_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B04S04,玩具屋收纳架,组合4;夏威夷粉,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/374/927/21075729473_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B04S06,玩具屋收纳架,组合4;维也纳白,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/924/809/21834908429_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B04S09,玩具屋收纳架,组合4;格林兰绿,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/030/930/21236039030_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B05S04,玩具屋收纳架,组合5;夏威夷粉,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN018iaVD21wZWaHxgUII_!!2921956322-0-cib.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B05S06,玩具屋收纳架,组合5;维也纳白,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01K2xzn51wZWaDBgo5Y_!!2921956322-0-cib.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B05S09,玩具屋收纳架,组合5;格林兰绿,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN017PzYry1wZWaAMYwoP_!!2921956322-0-cib.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B06S04,玩具屋收纳架,组合6;夏威夷粉,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/589/340/21153043985_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B06S09,玩具屋收纳架,组合6;格林兰绿,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/503/460/21153064305_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B06S06,玩具屋收纳架,组合6;维也纳白,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/868/698/21834896868_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B07S04,玩具屋收纳架,组合7;夏威夷粉,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/277/707/21383707772_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B07S06,玩具屋收纳架,组合7;维也纳白,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/463/147/21669741364_319021538.jpg,启用,sku_query
YH06K04,玩具屋收纳架,YH06K04B07S09,玩具屋收纳架,组合7;格林兰绿,,,,,,,,0,,,"大件产品,收纳架,数据丢失",成品类 - YH06收纳架类,https://cbu01.alicdn.com/img/ibank/2020/813/551/21307155318_319021538.jpg,启用,sku_query
YH06K05,宇宙飞船铁杆收纳架,YH06K05B02S05,宇宙飞船铁杆收纳架,组合2;威尼斯蓝,,76.1,100,3.995,34.5,21.5,67,,,,"大件产品,电商下架,铁杆收纳架",成品类 - YH26铁杆收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01jjfEKq28BxuH3BcQk_!!2210967537895-0-cib.jpg,启用,sku_query
YH06K05,宇宙飞船铁杆收纳架,YH06K05B01S04,宇宙飞船铁杆收纳架,组合1;夏威夷粉,,66.2,0,3.55,34.5,21.5,67,0,,,"大件产品,电商下架,铁杆收纳架",成品类 - YH26铁杆收纳架类,http://img10.360buyimg.com/n0/jfs/t1/87374/3/24270/133199/622b0b36E5e3cead7/4657259418059236.jpg,启用,sku_query
YH06K05,宇宙飞船铁杆收纳架,YH06K05B04S04,宇宙飞船铁杆收纳架,组合4;夏威夷粉,,86,100,4.66,34.5,21.5,88,0,,,"大件产品,铁杆收纳架,电商下架",成品类 - YH26铁杆收纳架类,http://img10.360buyimg.com/n0/jfs/t1/128602/24/25097/106273/622b0bc1E0d45fe68/f013bc449a7b7460.jpg,启用,sku_query
YH06K05,宇宙飞船铁杆收纳架,YH06K05B07S05,宇宙飞船铁杆收纳架,组合7;威尼斯蓝,,104.8,100,5.725,37,23.5,103.5,0,,,"大件产品,电商下架,铁杆收纳架",成品类 - YH26铁杆收纳架类,https://cbu01.alicdn.com/img/ibank/O1CN01Vb7lWU1wZWd5hMz7H_!!2921956322-0-cib.jpg,启用,sku_query
YH06K05,宇宙飞船铁杆收纳架,YH06K05B05S05,宇宙飞船铁杆收纳架,组合5;威尼斯蓝,,100.9,100,5.3,34.5,21.5,88,0,,,"大件产品,电商下架,铁杆收纳架",成品类 - YH26铁杆收纳架类,https://cbu01.alicdn.com/img/ibank/2020/996/732/22291237699_319021538.jpg,启用,sku_query
