i_id,商品名称,sku_id,sku名称,规格属性,条码,成本价,售价,重量(kg),长(cm),宽(cm),高(cm),库存数量,品牌,供应商,标签,类目,图片URL,状态,来源接口
YH30K03,独角兽水温计,YH30K03B01S24,三号独角兽水温计,组合1;轩雅紫,,6.8,,0.8,19.1,13.1,4.2,0,,台州完美宝贝婴童用品有限公司,"台州仓库,小件产品",成品类 - YH30水温计,https://img.pddpic.com/mms-material-img/2024-06-26/64f8e011-df0b-4476-8b1d-83d548637948.jpeg,启用,sku_query
YH31K01,尿布台收纳盒,YH31K01B01S26,一号收纳盒,茉莉白；组合1,,,,0.43,22,17.5,16.5,,,,收纳盒,成品类 - YH31收纳盒,,启用,sku_query
YH31K01,尿布台收纳盒,YH31K01B02S26,一号收纳盒,茉莉白；组合2,,,,0.8,28.5,22,17.5,0,,,收纳盒,成品类 - YH31收纳盒,,启用,sku_query
YH31K01,尿布台收纳盒,YH31K01B02S06,尿布台收纳盒,组合2;米白色,,,,,,,,0,,,"小件产品,收纳盒,数据丢失,桥下仓库",成品类 - YH31收纳盒,https://img.alicdn.com/bao/uploaded/i4/2200785690837/O1CN01Y615sq1I3OMQUHEwY_!!2200785690837.jpg,启用,sku_query
YH31K01,尿布台收纳盒,YH31K01B01S06,尿布台收纳盒,组合1;米白色,,,,,,,,0,,,"小件产品,收纳盒,数据丢失,桥下仓库",成品类 - YH31收纳盒,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN018amgSG1I3OMPEv5Ol_!!2200785690837.jpg,启用,sku_query
YH31K01,尿布台收纳盒,YH31K01B03S06,尿布台收纳盒,组合1;米白色,,,,,,,,0,,,"小件产品,收纳盒,数据丢失,桥下仓库",成品类 - YH31收纳盒,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN01zx6loZ1I3OMWPmXmA_!!2200785690837.jpg,启用,sku_query
YH31K02,一号喂养柜,YH31K02B01S26,一号配件类,组合1;茉莉白,,,,,,,,0,浙江英禾,,工厂仓库,成品类 - YH31配件类,,启用,sku_query
YH31K03B0S25,收纳架配件-防尘盖,YH31K03B0S25,收纳架配件-防尘盖,默认,,1.35,,,,,,,,,小件产品,半成品类 - 收纳盒类,http://img10.360buyimg.com/n0/jfs/t1/225120/30/19990/18097/66768e12F1485db33/3b57d8d997f03349.jpg,启用,sku_query
YH31K05,鲸鱼防倒器,YH31K05B01S13,二号鲸鱼防倒贴,组合1;暮云灰,,8,,0.1,,,,0,浙江英禾,浙江佳诚婴童用品有限公司,"桥下仓库,小件产品",成品类 - YH31配件类,,启用,sku_query
YH31K06,防尘盖,YH31K06B02S25,防尘盖,组合2;透明色,,15.4,,,,,,74,英禾,,,成品类 - YH31配件类,,启用,sku_query
YH31K06,防尘盖,YH31K06B03S25,防尘盖,组合3;透明色,,15.9,,,,,,,英禾,,,成品类 - YH31配件类,,启用,sku_query
YH31K06,防尘盖,YH31K06B04S25,防尘盖,组合4;透明色,,25.3,,,,,,,英禾,,,成品类 - YH31配件类,,启用,sku_query
YH31K06,防尘盖,YH31K06B05S25,防尘盖,组合5;透明色,,15.9,,,,,,46,英禾,,,成品类 - YH31配件类,,启用,sku_query
YH31K06,防尘盖,YH31K06B06S25,防尘盖,组合6;透明色,,20.6,,,,,,,英禾,,,成品类 - YH31配件类,,启用,sku_query
YH31K06,防尘盖,YH31K06B01S25,防尘盖,组合1;透明色,,11.7,,,,,,,英禾,,,成品类 - YH31配件类,,启用,sku_query
YH31K07,二号小熊防倒贴,YH31K07B01S30,二号小熊防倒贴,组合1;琥珀棕,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/3CFC2A00A3B24301B1EAFC7DBD01171F.png?name=01f3e7f7-988a-410d-89bc-929465ed4bbc,启用,sku_query
YH31K07,二号小熊防倒贴,YH31K07B02S30,二号小熊防倒贴,组合2;琥珀棕,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/ED43CFFE74114FB7915D648A85CC9103.png?name=9273c22c-d9e1-49b9-9206-e939e7d72c9a,启用,sku_query
YH31K07,二号小熊防倒贴,YH31K07B03S30,二号小熊防倒贴,组合3;琥珀棕,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/AAC9A9BF9C064A34AE1607C75CE8A4A8.png?name=d75682ab-f16d-4a14-a92e-2dfd2073569a,启用,sku_query
YH31K07,二号小熊防倒贴,YH31K07B04S30,二号小熊防倒贴,组合4;琥珀棕,,,,,,,,,浙江英禾,,小件产品,成品类 - YH31配件类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/8EBF1172C3E34C1EB6259B0D0CCA3E5F.png?name=b6f1ac3d-9ade-4804-a2b9-06a720e61bfd,启用,sku_query
YH31K07,二号小熊防倒贴,YH31K07B05S30,二号小熊防倒贴,组合5;琥珀棕,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/CE0738D26B8A457DA120CBCE45B34968.png?name=42962bd2-9651-4192-80ad-7c5dd1c48088,启用,sku_query
YH31K07,二号小熊防倒贴,YH31K07B06S30,二号小熊防倒贴,组合6;琥珀棕,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/602E6DACF11A44F6A83D3820D46D8C5B.png?name=ff853e11-5cee-47b7-831a-6dcdb3823b3d,启用,sku_query
YH31K08,二号小兔防倒贴,YH31K08B01S26,二号小兔防倒贴,组合1;茉莉白,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/82880FD0BA564996BBE69C3E28FE4965.png?name=6815d588-a05b-4431-aba4-80ee71a9e4a9,启用,sku_query
YH31K08,二号小兔防倒贴,YH31K08B02S26,二号小兔防倒贴,组合2;茉莉白,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/10B961745CCA4A04A9B64D5C318EB6E7.png?name=5952dae0-c230-445d-a02c-d38a52b28fe5,启用,sku_query
YH31K08,二号小兔防倒贴,YH31K08B03S26,二号小兔防倒贴,组合3;茉莉白,,,,,,,,,浙江英禾,,"小件产品,收纳盒",成品类 - YH31收纳盒,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260506/BD13A378F0C94B31B138157E01BA612B.png?name=8e854a4c-c883-4b60-ba2b-247c8120c35e,启用,sku_query
YH31k04,小熊防倒器,YH31k04B01S26,一号小熊防倒贴,组合1，茉莉白,,2.8,,0.18,,,,,,,,成品类 - YH31配件类,,启用,sku_query
YH31k04,小熊防倒器,YH31k04B02S26,一号小熊防倒贴,组合2，茉莉白,,4.8,,0.15,,,,,,,小件产品,成品类 - YH31配件类,,启用,sku_query
YH31k04,小熊防倒器,YH31k04B03S26,一号小熊防倒贴,组合3，茉莉白,,6.8,,0.22,,,,,浙江英禾,,小件产品,成品类 - YH31配件类,,启用,sku_query
YH32K01,1号坐便器,YH32K01B01S07,一号坐便器,组合1;丹霞橙,,50.7,,1.815,30.5,26,36,3,英禾,台州完美宝贝婴童用品有限公司,"台州仓库,小件产品",成品类 - YH32坐便器类,https://img.pddpic.com/garner-api-new/f2ea8b11926c4b343da5329ed3f07d43.jpeg,启用,sku_query
YH32K01,1号坐便器,YH32K01B01S13,一号坐便器,组合1;暮云灰,,50.7,,1.815,30.5,26,36,0,英禾,台州完美宝贝婴童用品有限公司,"台州仓库,小件产品",成品类 - YH32坐便器类,https://img.pddpic.com/garner-api-new/56b474845dd5a655333045a6249a40b6.jpeg,启用,sku_query
YH32K02,2号小恐龙三合一坐便器,YH32K02B01S11,二号小恐龙三合一坐便器,组合1;琥珀黄,,54,,2.33,1.92,39.5,32.5,,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH32坐便器类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250217/0AFCDC32C6E1400E81835883455437D0.png?name=508bfc54-e8dd-4b6f-9ce3-943ee4b7e527,启用,sku_query
YH32K03,3号胖胖龙三合一坐便器,YH32K03B03S13,三号胖胖龙三合一坐便器,组合3;暮云灰,,48,,,,,,0,英禾,浙江贝莱氏婴童用品股份有限公司,"台州仓库,未上架",成品类 - YH32坐便器类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251115/8F983EB1B73945438793B4F41D0FD84E.png?name=6d939b23-30ff-4e22-aa85-68ef804892df,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B01S13,一号迷你衣架,组合一 暮云灰,,2.3,,0.11,30,34.5,,15,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239073/32/10149/72795/66601ad9Fc4d19be8/c3b13d7b9192a3bd.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B01S26,一号迷你衣架,组合一 茉莉白,,2.3,,0.11,30,34.5,,24,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239587/36/8705/103606/66601ad8Faaa405ee/2081aa451d95999c.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B01S12,一号迷你衣架,组合一 秋杏棕,,2.3,,0.11,30,34.5,,50,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/105543/16/45078/82203/66601ad9F2133426d/0d979dfbb3636d32.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B01S17,一号迷你衣架,组合一丁香棕,,2.3,,,,,,,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/198291/27/45112/75272/66601ad9F3f08502b/11224e3b0663d0d6.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B02S13,一号迷你衣架,组合二 暮云灰,,4.6,,0.18,30,34.5,,,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239073/32/10149/72795/66601ad9Fc4d19be8/c3b13d7b9192a3bd.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B02S26,一号迷你衣架,组合二 茉莉白,,4.6,,0.18,30,34.5,,,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239587/36/8705/103606/66601ad8Faaa405ee/2081aa451d95999c.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B02S12,一号迷你衣架,组合二 秋杏棕,,4.6,,0.18,30,34.5,,369,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/105543/16/45078/82203/66601ad9F2133426d/0d979dfbb3636d32.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B02S17,一号迷你衣架,组合二 丁香棕,,4.6,,0.18,30,34.5,,248,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/198291/27/45112/75272/66601ad9F3f08502b/11224e3b0663d0d6.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B03S13,一号迷你衣架,组合三 暮云灰,,9.2,,0.34,30,34.5,,1,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239073/32/10149/72795/66601ad9Fc4d19be8/c3b13d7b9192a3bd.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B03S26,一号迷你衣架,组合三 茉莉白,,9.2,,0.34,30,34.5,,,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239587/36/8705/103606/66601ad8Faaa405ee/2081aa451d95999c.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B03S12,一号迷你衣架,组合三 秋杏棕,,9.2,,0.34,30,34.5,,0,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/105543/16/45078/82203/66601ad9F2133426d/0d979dfbb3636d32.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B03S17,一号迷你衣架,组合三 丁香棕,,9.2,,0.34,30,34.5,,0,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/198291/27/45112/75272/66601ad9F3f08502b/11224e3b0663d0d6.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B04S13,一号迷你衣架,组合四 暮云灰,,13.8,,0.5,30,34.5,,0,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239073/32/10149/72795/66601ad9Fc4d19be8/c3b13d7b9192a3bd.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B04S26,一号迷你衣架,组合四 茉莉白,,13.8,,0.5,30,34.5,,,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239587/36/8705/103606/66601ad8Faaa405ee/2081aa451d95999c.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B04S12,一号迷你衣架,组合四 秋杏棕,,13.8,,0.5,30,34.5,,0,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/105543/16/45078/82203/66601ad9F2133426d/0d979dfbb3636d32.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B04S17,一号迷你衣架,组合四 丁香棕,,13.8,,0.5,30,34.5,,1,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/198291/27/45112/75272/66601ad9F3f08502b/11224e3b0663d0d6.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B05S13,一号迷你衣架,组合五 暮云灰,,23,,0.81,30,34.5,,,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239073/32/10149/72795/66601ad9Fc4d19be8/c3b13d7b9192a3bd.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B05S26,一号迷你衣架,组合五 茉莉白,,23,,0.81,30,34.5,,,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/239587/36/8705/103606/66601ad8Faaa405ee/2081aa451d95999c.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B05S12,一号迷你衣架,组合五 秋杏棕,,23,,0.81,30,34.5,,0,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/105543/16/45078/82203/66601ad9F2133426d/0d979dfbb3636d32.jpg,启用,sku_query
YH33K02,1号儿童衣架,YH33K02B05S17,一号迷你衣架,组合五 丁香棕,,23,,0.81,30,34.5,,0,英禾,,台州仓库,成品类 - YH33衣架类,http://img10.360buyimg.com/n0/jfs/t1/198291/27/45112/75272/66601ad9F3f08502b/11224e3b0663d0d6.jpg,启用,sku_query
YH33K03,2号云朵衣架,YH33K03B01S04,二号云朵衣架,组合1；千禧粉,,9.3726,,0.42,30,34.5,,,英禾,浙江佳诚婴童用品有限公司,"台州仓库,供应链已导入",成品类 - YH33衣架类,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN011ICSiZ1I3OTfXUAI8_!!2200785690837.png,启用,sku_query
YH33K03,2号云朵衣架,YH33K03B01S08,二号云朵衣架,组合1；秋香绿,,9.3726,,0.42,30,34.5,,,英禾,浙江佳诚婴童用品有限公司,"台州仓库,供应链已导入",成品类 - YH33衣架类,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/dzVvINDU_m_e25addbcfbf0a518da18da7fead4e74c_sx_735575_www800-800,启用,sku_query
YH33K03,2号云朵衣架,YH33K03B01S11,二号云朵衣架,组合1；琥珀黄,,9.3726,,0.42,30,34.5,,,英禾,浙江佳诚婴童用品有限公司,"台州仓库,供应链已导入",成品类 - YH33衣架类,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN0147xQZe1I3OThIEHWv_!!2200785690837.png,启用,sku_query
YH33K03,2号云朵衣架,YH33K03B01S13,二号云朵衣架,组合1；暮云灰,,9.3726,,0.42,30,34.5,,,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH33衣架类,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/dzVvINDU_m_12c672e633a2222596ac04979834889e_sx_802234_www800-800,启用,sku_query
YH33K03,2号云朵衣架,YH33K03B01S17,二号云朵衣架,组合1；丁香棕,,9.3726,,0.42,30,34.5,,,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH33衣架类,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/dzVvINDU_m_98eb2e8685cce0b23933cc69e733ce2c_sx_821274_www800-800,启用,sku_query
YH33K04,3号儿童衣架,YH33K04B02S06,三号天使衣架,组合2;玉莲白,,,,,,,,0,英禾,,"小件产品,数据丢失",成品类 - YH33衣架类,,启用,sku_query
YH33K04,3号儿童衣架,YH33K04B01S06,三号天使衣架,组合1;玉莲白,,,,,,,,0,英禾,,"小件产品,数据丢失",成品类 - YH33衣架类,,启用,sku_query
YH33K04B03S04,衣架,YH33K04B03S04,三号天使衣架,组合3；千禧粉,,,,,,,,0,,,"小件产品,数据丢失",成品类 - YH33衣架类,,启用,sku_query
YH33K04B03S24,衣架,YH33K04B03S24,三号天使衣架,组合3；轩雅紫,,,,,,,,,,,"小件产品,数据丢失",成品类 - YH33衣架类,,启用,sku_query
YH33K05,2号太阳花衣架,YH33K05B01S11,二号太阳花衣架,组合1;琥珀黄,,8.734,,0.42,30,34.5,,35,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH33衣架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250703/BAB73541161B418598180F856AD735D6.png?name=ef8f80c3-d059-416e-888c-df4ded76dab0,启用,sku_query
YH33K05,2号太阳花衣架,YH33K05B01S04,二号太阳花衣架,组合1;千禧粉,,8.734,,0.42,30,34.5,,,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH33衣架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250810/285DB17012F243E7B18734ED68BBA36A.png?name=479a804b-5377-4ef3-ab43-ba4b1c12d3d9,启用,sku_query
YH33K05,2号太阳花衣架,YH33K05B01S03,二号太阳花衣架,组合1;雀羽蓝,,8.734,,0.42,30,34.5,,98,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH33衣架类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250810/B84DA6668EDD4BE0A3524823B07FE883.png?name=e6361bc5-44e5-4b69-8aaa-a635c7d2e528,启用,sku_query
YH33K06,六号折叠衣架,YH33K06B01S11,六号折叠衣架,琥珀黄；组合1,,5.41,,0.11,,,,,浙江英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH33衣架类,https://img.alicdn.com/bao/uploaded/i4/2200785690837/O1CN01rTGEiS1I3OWwJCFxI_!!2200785690837.png,启用,sku_query
YH33K06,六号折叠衣架,YH33K06B01S17,六号折叠衣架,丁香棕，组合1,,5.41,,0.11,,,,,浙江英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH33衣架类,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN01yaiDx31I3OWytzPVD_!!2200785690837.png,启用,sku_query
YH34K01,小熊防撞帽,YH34K01B01S17,一号小熊防撞帽,组合1;丁香棕,,35.3,,0.23,18.5,16.5,14.5,265,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH34头盔类,https://img.pddpic.com/mms-material-img/2025-01-21/1669e0e7-a0c2-408f-a653-e55cf4cc0ae7.jpeg.a.jpeg,启用,sku_query
YH34K02,兔子防撞帽,YH34K02B01S17,一号兔子防撞帽,组合1;丁香棕,,35.3,,0.23,18.5,16.5,14.5,,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH34头盔类,https://img.alicdn.com/bao/uploaded/i4/2200785690837/O1CN01JgBbN11I3ORDh7Htx_!!2200785690837.jpg,启用,sku_query
YH35K01,防撞角,YH35K01B01S26,一号面包防撞角,组合1;茉莉白,,5.6,,0.06,24,17,,0,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH35防撞类,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN01EOBZAr1I3OSPSTTje_!!2200785690837.png,启用,sku_query
YH35K01,防撞角,YH35K01B01S06,一号面包防撞角,组合1;玉莲白,,5.6,,0.06,24,17,,0,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH35防撞类,https://img.alicdn.com/bao/uploaded/i1/2200785690837/O1CN01Xpwdlu1I3OSExiTrg_!!2200785690837.png,启用,sku_query
YH35K02,防撞条,YH35K02B05S06,一号防撞条,组合5;玉莲白,,3.6,,0.11,25,24,,0,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20240711/13AFF97B7A9A44E29461F96AB8A645A2.jpg?name=999917c5-c024-42ef-9d87-e522be71aa6f.jpg,启用,sku_query
YH35K02,防撞条,YH35K02B05S26,一号防撞条,组合5;茉莉白,,3.699,,0.11,25,24,,,英禾,浙江佳诚婴童用品有限公司,台州仓库,成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20240711/C91AEDA6421443E8A16E6E88BFD49787.jpg?name=a5bd75ee-ac59-43fc-9273-4498acd7d723.jpg,启用,sku_query
YH35K03,2号狮子王防撞条,YH35K03B01S26,二号狮子王防撞条,组合1;茉莉白,,6.3,,0.18,,,,,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250509/329BB0F455CA4581968212077924A486.png?name=432a13de-9cf7-4125-8d60-4ee197ead726,启用,sku_query
YH35K04,3号小熊万能防撞条,YH35K04B01S26,三号小熊万能防撞条,组合1;茉莉白,,6.9,,0.19,18.5,16.5,14.5,,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/63285566A3B24470ACAFC678C5F8E492.png?name=0fd63941-1a70-4896-8ea0-7df0104c93db,启用,sku_query
YH35K05,3号数字万能防撞条,YH35K05B01S26,三号数字万能防撞条,组合1;茉莉白,,8.4,,0.19,,,,0,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品,电商下架",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/A578A1663CE04A2C9FE238398E975150.png?name=f754108f-434a-49f9-b19b-36e16c07c0a2,启用,sku_query
YH35K06,4号空气护垫防撞条,YH35K06B01S25,四号空气护垫防撞条,组合1;透明色,,7.9,,0.25,,,,,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品,电商下架",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250514/4EA939DD55FE47039B60887E197B1692.png?name=8b804535-bd9c-43b1-8dca-0c4fea430304,启用,sku_query
YH35K07,3号水立方空气护垫防撞角,YH35K07B01S26,五号加宽防撞条,组合1;茉莉白,,12.1,,0.47,,,,0,英禾,台州市凯飞婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250831/B98E07E939FA415DA60E666A50448820.png?name=123d5269-c49d-44c2-ba09-7fb2fe1e3e79,启用,sku_query
YH35K07,3号水立方空气护垫防撞角,YH35K07B06S26,五号加宽防撞条,组合6;茉莉白；15cm,,10.1,,0.37,,,,0,英禾,台州市凯飞婴童用品有限公司,"小件产品,自动拆",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250831/15F3BE5CB26349D2992C863999E394AD.png?name=0ec53adc-5d1a-41de-b789-db4e8f70551b,启用,sku_query
YH35K07,3号水立方空气护垫防撞角,YH35K07B01S13,五号加宽防撞条,组合1;暮云灰,,12.1,,0.47,,,,0,英禾,台州市凯飞婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250831/F94671551FD54AACAB92D49CB3CD10E8.png?name=697ed7c4-3029-4028-a545-09baf2b31471,启用,sku_query
YH35K07,3号水立方空气护垫防撞角,YH35K07B01S25,三号水立方空气护垫防撞角,组合1;透明色,,5.7,,0.19,,,,0,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/B59D3B28235849A4B88AF0FEF5452A8A.png?name=6240daa0-eaec-49b0-8467-9166fdcaa659,启用,sku_query
YH35K08,4号窄边防撞角,YH35K08B01S25,四号窄边防撞角,组合1;透明色,,5.7,,0.1,,,,0,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250515/A3F01FC60E2A481CBC6B4BEC96726360.png?name=61722a2e-ec4c-4e13-aa51-a86b69c57725,启用,sku_query
YH35K08,4号窄边防撞角,YH35K08B01S26,六号曲奇防撞条,组合1;茉莉白,,9.5,,0.14,200,7.5,1,0,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251230/BF5E3D8B3F8C4660BEE3875729897735.png?name=169b36bb-2c13-4512-a974-3c6b58853204,启用,sku_query
YH35K09,2号狮子王防撞角,YH35K09B01S26,二号狮子王防撞角,组合1;茉莉白,,3.5,,0.08,,,,0,英禾,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH35防撞类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250509/CCDF09C76A77488BB6BC991C7EBF2BE3.png?name=6b584800-bced-4ff2-9b5e-b9761aa4d133,启用,sku_query
YH36K01,狮子浴帽,YH36K01B01S30,一号狮子浴帽,组合1;琥珀棕,,4.7,,0.07,,,,,,浙江佳诚婴童用品有限公司,"台州仓库,小件产品",成品类 - YH36浴帽类,https://img.alicdn.com/bao/uploaded/i1/2200785690837/O1CN01XHtA2z1I3OV6PnKxu_!!2200785690837.png,启用,sku_query
YH36K01,狮子浴帽,YH36K01B01S13,一号狮子浴帽,组合1;暮云灰,,4.7,,0.07,,,,,,浙江佳诚婴童用品有限公司,小件产品,成品类 - YH36浴帽类,https://img.alicdn.com/bao/uploaded/i4/2200785690837/O1CN01WTpgUB1I3OV8CisBu_!!2200785690837.png,启用,sku_query
YH37K01,阿波罗洗澡架,YH37K01B01S13,阿波罗洗澡架,组合1;暮云灰,,117.7,,3.5,42.5,11,51,,,金华吉佧婴童用品有限公司,"桥下仓库,批发下架",成品类 - YH37洗澡架类,https://img.alicdn.com/bao/uploaded/i1/2117148218/O1CN01Bfvald2AZts578s28_!!2117148218.png,启用,sku_query
YH37K01,阿波罗洗澡架,YH37K01B01S26,阿波罗洗澡架,组合1;茉莉白,,117.7,,3.5,42.5,11,51,0,,金华吉佧婴童用品有限公司,"桥下仓库,批发下架",成品类 - YH37洗澡架类,https://img.alicdn.com/bao/uploaded/i2/2117148218/O1CN01hsPbK72AZtrxwyrYK_!!2117148218.png,启用,sku_query
